-0.0209,0.81153,-0.58394
-0.039008,0.20424,0.97814
-0.70077,-0.032228,-0.71266
-0.24237,0.10448,-0.96454
-0.50139,0.42104,-0.75587
0.090173,0.96914,0.22943
-0.50769,-0.59448,-0.62358
0.27417,-0.51983,-0.80908
-0.062675,0.71623,0.69505
0.25556,0.46271,-0.84888
-0.028651,0.48845,0.87212
-0.29698,0.84075,-0.45271
0.40582,-0.051095,-0.91252
0.72762,-0.53306,-0.43176
-0.76709,-0.20671,0.60733
0.92378,0.35792,0.13609
-0.017351,0.59268,-0.80525
0.71847,0.2043,0.66488
-0.98098,-0.057672,-0.18535
-0.89672,0.098533,-0.4315
0.6032,-0.79728,-0.022157
-0.45757,0.88576,0.077854
0.40789,-0.16426,0.89813
0.24069,0.34806,0.90605
0.72311,-0.30562,-0.61945
-0.3135,-0.53475,0.7847
0.45427,0.65694,0.60173
-0.2541,0.9267,0.27688
-0.30938,0.93434,-0.17689
0.15312,-0.67541,0.72137
0.72488,0.50991,-0.46319
0.48506,0.7336,-0.47598
-0.74315,-0.48057,-0.46561
0.49428,-0.30965,-0.81228
0.68302,-0.57906,0.44517
-0.54875,-0.13615,0.82482
0.80725,0.59018,-0.0059766
-0.73298,0.23992,-0.63653
-0.41794,-0.79559,-0.43859
-0.65452,-0.75544,0.030353
-0.28213,0.4127,-0.86607
-0.20861,-0.97795,0.010285
-0.15739,-0.81505,-0.5576
0.84979,-0.062244,-0.52343
-0.17402,-0.21107,-0.96186
0.55577,-0.78661,0.26901
-0.55552,0.7594,0.33869
-0.11147,0.99357,0.019938
0.98075,0.17856,-0.079
0.68539,0.485,0.54315
0.60614,0.79352,0.053995
0.20863,0.046823,0.97687
0.26154,-0.92677,0.2696
0.35413,-0.93504,0.017087
0.47204,-0.59057,0.65452
-0.9122,0.32108,-0.25458
0.96785,-0.063526,-0.24338
-0.50478,0.19849,-0.84012
-0.29254,-0.27706,0.91524
-0.98415,-0.039977,0.17278
-0.54832,0.68396,-0.4812
0.25203,0.83991,0.48065
0.28407,-0.44424,0.84968
-0.59096,0.56479,0.576
0.68357,-0.075105,0.72601
-0.70279,0.70784,0.071006
0.8731,-0.040801,0.48582
-0.33581,0.77874,0.52989
-0.53189,0.47567,-0.7006
-0.01891,-0.97666,0.21395
0.35966,-0.7863,0.50238
0.2332,0.891,-0.38953
-0.84721,-0.17888,-0.50023
-0.23015,-0.61823,-0.75155
0.65873,-0.025566,-0.75194
0.33714,-0.90335,-0.26513
0.76096,0.58267,0.28535
0.77835,-0.61069,-0.14572
-0.82106,-0.53384,0.20219
-0.55649,0.32112,0.76629
-0.90649,-0.33108,-0.26202
0.099001,-0.23918,0.96591
-0.17213,-0.94406,-0.2813
0.6706,0.69784,-0.25162
0.91832,-0.39523,-0.022124
0.48817,0.40906,0.77095
-0.33911,0.57736,0.74274
-0.37825,-0.38854,-0.84021
-0.82688,-0.55328,-0.10076
-0.45968,-0.10174,-0.88224
0.076709,-0.70456,-0.70548
-0.0378,-0.48018,0.87636
0.51184,0.51416,-0.68823
0.21526,0.63074,0.74554
0.17679,0.98037,-0.087286
0.053636,-0.86835,0.49305
-0.9841,0.17671,-0.017874
0.89008,-0.3256,-0.31897
0.89439,0.20126,-0.39944
-0.29065,0.33714,0.89547
0.43653,0.8817,-0.17904
0.32902,-0.76282,-0.55665
-0.035133,0.87935,0.47488
-0.39035,0.072884,0.91778
-0.60701,-0.72299,0.32988
0.57868,-0.34683,0.73813
0.99045,-0.1315,0.041337
-0.025158,-0.45475,-0.89026
0.24848,0.70321,-0.66614
0.35911,0.9199,0.15755
-0.77927,0.3224,0.53739
0.48581,0.1267,0.86484
-0.24829,-0.87699,0.41138
-0.75289,0.464,-0.46675
-0.44681,-0.69497,0.56336
-0.77618,0.54124,0.32342
-0.12763,-0.065251,0.98967
-0.034487,0.9522,-0.30352
-0.28821,0.66413,-0.68983
-0.9544,-0.29626,0.036853
0.86538,0.27774,0.4171
0.91002,-0.30701,0.27857
-0.65513,-0.69487,-0.29659
0.093351,-0.90225,-0.42099
-0.55974,-0.41141,0.71933
0.78875,-0.589,0.17594
0.87452,0.42816,-0.22779
-0.71502,-0.49702,0.49165
0.24147,0.18137,-0.95331
0.036527,-0.015972,-0.9992
-0.41636,-0.89005,0.18562
0.52151,-0.56546,-0.63897
-0.70396,0.081246,0.70558
-0.56519,0.79777,-0.21006
-0.88612,0.46155,0.042044
-0.019147,0.3155,-0.94873
-0.89618,-0.27659,0.34692
-0.88893,0.028556,0.45715
-0.77481,0.59708,-0.20774
0.081376,-0.99212,-0.095236
0.50506,0.24768,-0.82678
-0.45167,-0.88022,-0.14566
0.78461,-0.32289,0.52927
0.72925,0.24998,-0.63695
-0.92437,0.26514,0.2743
-0.63613,-0.32209,-0.70114
0.53483,0.76962,0.34877
-0.14085,-0.73233,0.66622
0.1922,-0.25788,-0.94687
0.96986,0.060681,0.23598
