0.024207,0.80151,-0.59749
-0.022383,0.22423,0.97428
-0.70462,-0.002803,-0.70958
-0.24027,0.10263,-0.96527
-0.47893,0.43717,-0.76125
0.14793,0.96584,0.21278
-0.5445,-0.5739,-0.61169
0.23945,-0.5483,-0.80127
-0.017102,0.73014,0.68308
0.27837,0.43262,-0.85752
0.004254,0.50378,0.86382
-0.24911,0.84907,-0.46587
0.39773,-0.089762,-0.9131
0.69304,-0.58175,-0.42575
-0.77514,-0.151,0.61348
0.94384,0.30518,0.12661
0.013959,0.57914,-0.81511
0.73217,0.17288,0.65881
-0.9835,-0.0028734,-0.18091
-0.89147,0.1441,-0.42956
0.55589,-0.83118,-0.011207
-0.40421,0.91239,0.064504
0.402,-0.17264,0.89921
0.26493,0.34836,0.89914
0.70077,-0.35698,-0.61765
-0.3403,-0.5036,0.7941
0.49499,0.63881,0.58898
-0.19786,0.94461,0.26184
-0.25484,0.94773,-0.19202
0.11666,-0.67169,0.73159
0.75146,0.45852,-0.47441
0.52492,0.69582,-0.49019
-0.77228,-0.44365,-0.45472
0.47105,-0.35265,-0.80855
0.64973,-0.61071,0.45265
-0.5514,-0.090555,0.82931
0.84059,0.54134,-0.019113
-0.72057,0.27207,-0.63778
-0.4663,-0.77668,-0.42347
-0.69777,-0.71482,0.046471
-0.26144,0.41403,-0.87191
-0.26554,-0.96371,0.02759
-0.20765,-0.81349,-0.54324
0.84229,-0.12107,-0.52525
-0.19069,-0.21636,-0.95751
0.50998,-0.81328,0.28017
-0.50824,0.79637,0.32785
-0.052662,0.99861,0.0027998
0.98911,0.11946,-0.085959
0.71528,0.45289,0.53223
0.65206,0.75721,0.038036
0.21557,0.05068,0.97517
0.20792,-0.93538,0.28608
0.29851,-0.95388,0.031608
0.43951,-0.60539,0.66357
-0.89285,0.36992,-0.25686
0.9613,-0.12457,-0.24573
-0.49567,0.21373,-0.8418
-0.30431,-0.24261,0.92116
-0.98396,0.02069,0.17721
-0.50972,0.70676,-0.49059
0.30336,0.83147,0.46543
0.26169,-0.44572,0.85607
-0.5543,0.6082,0.5682
0.68109,-0.10177,0.72509
-0.65952,0.74915,0.06167
0.87146,-0.084267,0.48317
-0.28663,0.8065,0.5171
-0.50641,0.49352,-0.7071
-0.074571,-0.96999,0.23143
0.31523,-0.79724,0.51482
0.28422,0.86842,-0.40629
-0.8585,-0.13738,-0.49406
-0.26969,-0.61751,-0.73888
0.65221,-0.075572,-0.75426
0.28211,-0.92592,-0.25115
0.79534,0.54137,0.27268
0.74031,-0.65785,-0.13849
-0.85011,-0.48108,0.2142
-0.53304,0.36597,0.76285
-0.92575,-0.28217,-0.25172
0.089347,-0.22807,0.96954
-0.22891,-0.93696,-0.26402
0.7088,0.65287,-0.26714
0.89317,-0.44939,-0.01718
0.51564,0.39268,0.76152
-0.30119,0.60855,0.73413
-0.40417,-0.38028,-0.83188
-0.85808,-0.50589,-0.0882
-0.46894,-0.089464,-0.87869
0.031428,-0.72071,-0.69252
-0.062189,-0.46159,0.88491
0.53688,0.47233,-0.69904
0.25496,0.62872,0.73465
0.23408,0.96647,-0.10558
0.0061921,-0.86162,0.50752
-0.97222,0.23347,-0.01699
0.86791,-0.38308,-0.31621
0.9026,0.142,-0.4064
-0.26566,0.36838,0.89091
0.48685,0.85131,-0.19558
0.28107,-0.78991,-0.54502
0.019644,0.88875,0.45798
-0.38067,0.11031,0.91811
-0.64657,-0.68085,0.34408
0.56071,-0.36798,0.74175
0.98146,-0.18754,0.039442
-0.056075,-0.46728,-0.88233
0.28646,0.67609,-0.67885
0.41324,0.89971,0.14057
-0.75539,0.378,0.53526
0.49691,0.11418,0.86026
-0.29635,-0.8531,0.42942
-0.72634,0.49992,-0.4717
-0.48431,-0.6579,0.57673
-0.74146,0.59131,0.31716
-0.12544,-0.038908,0.99134
0.020169,0.94723,-0.31993
-0.25156,0.66716,-0.70116
-0.97001,-0.23881,0.045409
0.88223,0.23282,0.40922
0.89167,-0.35545,0.28032
-0.6962,-0.66001,-0.2823
0.038162,-0.91308,-0.40598
-0.57921,-0.36599,0.7284
0.75363,-0.63139,0.18274
0.89724,0.37145,-0.2387
-0.74064,-0.44633,0.50223
0.24719,0.14959,-0.95735
0.030962,-0.035661,-0.99888
-0.4674,-0.86062,0.20218
0.48413,-0.60709,-0.63013
-0.69466,0.1346,0.70664
-0.51862,0.82588,-0.22126
-0.85731,0.51343,0.03753
-0.0051292,0.30031,-0.95383
-0.90922,-0.21811,0.35459
-0.88356,0.088707,0.45985
-0.73927,0.63818,-0.21495
0.022371,-0.99665,-0.078712
0.51466,0.20284,-0.83306
-0.50322,-0.85439,-0.12956
0.76669,-0.35932,0.53204
0.73937,0.19591,-0.64417
-0.90584,0.32389,0.27303
-0.65731,-0.29578,-0.69315
0.58121,0.74217,0.33374
-0.18065,-0.7112,0.67938
0.17219,-0.28453,-0.94308
0.97283,0.0069933,0.23142
